family_code,workbook_role,workbook_name,worksheet_name,header_row,first_data_row,last_data_row,description_column,code_column,hex_column,confidence,reason
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,H,BC,BC,high,Description-like header 'casing material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,W,BC,BC,high,Description-like header 'impeller material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,Z,BC,BC,high,Description-like header 'shaft material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AA,BC,BC,high,Description-like header 'lubrication options'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AC,BC,BC,high,Description-like header 'oiler options'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AJ,BC,BC,high,Description-like header 'seal option'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AP,BC,BC,high,Description-like header 'shaft sleeve material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AQ,BC,BC,high,Description-like header 'inboard rotating face material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AR,BC,BC,high,Description-like header 'inboard stationary face material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AT,BC,BC,high,Description-like header 'outboard rotating face material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,AU,BC,BC,high,Description-like header 'outboard stationary face material'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,BJ,BC,BC,high,Description-like header 'motor options'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,BS,BC,BC,high,Description-like header 'c-face adapter option'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,BU,BC,BC,high,Description-like header 'custom option 1'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,BV,BC,BC,high,Description-like header 'custom option 2'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,User Selections,6,7,7,BW,BC,BC,high,Description-like header 'custom option 3'. Code-like header at BC6. Hex/code-like header at BC6.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Motor Constraints,2,3,48,B,,,medium,Description-like header 'frame size table'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Motor Constraints,27,28,86,O,,,medium,Description-like header 'frame size/speed'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Motor Constraints,29,30,48,B,,,medium,Description-like header 'size/style'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,External References,1,2,200,F,AD,AD,high,Description-like header 'series'. Code-like header at AD1. Hex/code-like header at AD1.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,External References,1,2,200,G,AD,AD,high,Description-like header 'size'. Code-like header at AD1. Hex/code-like header at AD1.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,External References,1,2,501,AC,AD,AD,high,Description-like header 'sleeve material'. Code-like header at AD1. Hex/code-like header at AD1.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,External References,1,2,168,AG,AD,AD,high,Description-like header 'series'. Code-like header at AD1. Hex/code-like header at AD1.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,External References,1,2,168,AH,AD,AD,high,Description-like header 'size'. Code-like header at AD1. Hex/code-like header at AD1.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Reference Data,1,2,200,B,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Reference Data,1,2,200,C,,,medium,Description-like header 'size'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Seal Descriptions,2,3,11,G,,,medium,Description-like header 'material key'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Misc Numbering,19,20,179,M,F,F,high,Description-like header 'paint options'. Code-like header at F19. Hex/code-like header at F19.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Motors,2,4,7,B,,,medium,Description-like header 'motor options'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Motors,4,5,95,N,,,medium,Description-like header 'motor frame size'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),11,12,98,B,,,medium,Description-like header 'fluid description:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),18,20,68,C,,,medium,Description-like header 'dean® component description'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),20,21,98,B,,,medium,Description-like header 'pump series:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),21,22,98,B,,,medium,Description-like header 'size:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),26,28,28,E,,,medium,Description-like header 'sleeve material:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),27,28,98,B,,,medium,Description-like header 'seal options:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),30,31,98,B,,,medium,Description-like header 'baseplate options:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),38,39,98,B,,,medium,Description-like header 'included option 1:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),39,40,98,B,,,medium,Description-like header 'included option 2:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Formal Quote (OEM),40,41,98,B,,,medium,Description-like header 'included option 3:'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Seal Pricing,9,10,45,B,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,1,2,50,BP,,,medium,Description-like header 'pricing is not pump series or size dependent'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,163,D,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,163,E,,,medium,Description-like header 'size'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,502,O,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,502,S,,,medium,Description-like header 'baseplate material'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,502,W,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,82,AC,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,82,AD,,,medium,Description-like header 'size'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,82,AF,,,medium,Description-like header 'casing size'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,2,3,50,BQ,,,medium,Description-like header 'material'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,3,4,148,AI,,,medium,Description-like header 'pump options'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,3,4,33,BC,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,3,4,26,BV,,,medium,Description-like header 'series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,8,9,50,BQ,,,medium,Description-like header 'steel tubing - cooling to stuffing box/seal chamber jacket and bearing housing in series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,9,10,50,BQ,,,medium,Description-like header 'steel tubing - cooling to stuffing box/seal chamber jacket and bearing housing in series with parallel flow gland quench'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,10,11,50,BQ,,,medium,"Description-like header 'steel tubing - cooling to pedestals, stuffing box/seal chamber jacket, and bearing housing in series*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,11,12,50,BQ,,,medium,"Description-like header 'steel tubing - cooling to pedestals, stuffing box/seal chamber jacket, and bearing housing in series with parallel flow gland quench*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,13,14,50,BQ,,,medium,Description-like header 'steel tubing - cooling to stuffing box/seal chamber jacket and bearing housing in series with parallel flow to heat exchanger*'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,14,15,50,BQ,,,medium,"Description-like header 'steel tubing - cooling to pedestals, stuffing box/seal chamber jacket and bearing housing in series with parallel flow to heat exchanger*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,20,21,50,BQ,,,medium,Description-like header 'steel piping - cooling to stuffing box/seal chamber jacket and bearing housing in series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,21,22,50,BQ,,,medium,Description-like header 'steel piping - cooling to stuffing box/seal chamber jacket and bearing housing in series with parallel flow gland quench'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,22,23,50,BQ,,,medium,"Description-like header 'steel piping - cooling to pedestals, stuffing box/seal chamber jacket, and bearing housing in series*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,23,24,50,BQ,,,medium,"Description-like header 'steel piping - cooling to pedestals, stuffing box/seal chamber jacket, and bearing housing in series with parallel flow gland quench*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,25,26,50,BQ,,,medium,Description-like header 'steel piping - cooling to stuffing box/seal chamber jacket and bearing housing in series with parallel flow to heat exchanger*'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,26,27,50,BQ,,,medium,"Description-like header 'steel piping - cooling to pedestals, stuffing box/seal chamber jacket and bearing housing in series with parallel flow to heat exchanger*'."
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,32,33,50,BQ,,,medium,Description-like header 'stainless steel tubing - cooling to stuffing box/seal chamber jacket and bearing housing in series'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,33,34,50,BQ,,,medium,Description-like header 'stainless steel tubing - cooling to stuffing box/seal chamber jacket and bearing housing in series with parallel flow gland quench'.
DEAN,configuration_and_quote,Dean Data Sheet Rev 2.xlsm,Pricing,34,35,50,BQ,,,medium,"Description-like header 'stainless steel tubing - cooling to pedestals, stuffing box/seal chamber jacket, and bearing housing in series*'."
